send,name,lat,lon,addr,roof_area_m2,peak_kw,panel_count,annual_kwh,savings_eur,payback_yrs,co2_tonnes,system_cost,pv_status,pv_coverage,email_found,email_sent,gmaps_url,gmb_found,gmb_confidence,gmb_name,gmb_phone,gmb_website,gmb_address,google_types,place_id,website,phone
YES,Ciddi Mutfak Ltd. (Fabrika),35.20688828888889,33.26553887777778,Cyprus,6907.290725186237,74.5,149,108873,20141,3.9,62.1,78225,likely,0.219,info@ciddimutfak.com,False,https://maps.google.com/?cid=10618814785311956638&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Ciddi Mutfak Ltd. (Fabrika),(0392) 444 66 00,http://www.ciddimutfak.com/,Alayköy 99200,"general_contractor, home_goods_store, store, manufacturer, service, point_of_interest, establishment",ChIJjTfHYBkQ3hQRnl4vTsmbXZM,http://www.ciddimutfak.com/,(0392) 444 66 00
,Lefke Avrupa Üniversitesi Güzelyurt Kampüsü,35.187290588888885,32.970148200000004,Cyprus,6704.278456055104,79.5,159,117663,21768,3.8,67.1,83475,none,0.003,,False,https://maps.google.com/?cid=9222044234729932890&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Lefke Avrupa Üniversitesi Güzelyurt Kampüsü,,,"İsmet Paşa Mahallesi, Güzelyurt 99700","university, educational_institution, point_of_interest, establishment",ChIJBRE28ED53RQRWkgE-l5I-38,,
,"Building at 35.2134,33.5001",35.21343812,33.50013892,Cyprus,5830.897112527842,69.0,138,98740,18267,4.0,56.3,72450,partial,0.062,,False,"https://www.google.com/maps?q=35.213438,33.500139",False,,,,,,,,,
,"Building at 35.2308,33.5216",35.2307521,33.52163266666667,Cyprus,5687.755937778026,40.0,80,57234,10588,4.0,32.6,42000,none,0.0,,False,"https://www.google.com/maps?q=35.230752,33.521633",False,,,,,,,,,
,Orange Factory,35.19721876,32.93267204,Cyprus,5334.949830648634,63.5,127,94103,17409,3.8,53.6,66675,none,0.0,,False,https://maps.google.com/?cid=142837416953498624&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Orange Factory,,,"5WWJ+VW, Güzelyurt 99750","storage, point_of_interest, establishment",ChIJQ7fRNQD53RQRAMwlut91-wE,,
,Kornos water treatment plant,34.87581625384615,33.39932047692308,Cyprus,4875.029829106346,47.0,94,71477,13223,3.7,40.7,49350,partial,0.125,,False,https://maps.google.com/?cid=8930531985666546045&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Διυλιστήριο κορνου,,,"V9GX+7V, Pyrga 7640, Cyprus","government_office, point_of_interest, establishment",ChIJrW6lVQCj4BQRfRnrZIaf73s,,
,Mercedes-Benz,35.18427538666666,33.39055382,San Hilarion,4382.853054186713,50.0,100,71563,13239,4.0,40.8,52500,none,0.001,,False,https://maps.google.com/?cid=16477777834257427609&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"Mercedes-Benz Vans, Trucks Showroom",22 459898,https://www.mercedes-benz.com.cy/,"Ayiou Ilarionos 108, Nicosia 1027, Cyprus","car_dealer, store, point_of_interest, establishment",ChIJUaVQKmgX3hQRmSy4IqPTrOQ,https://www.mercedes-benz.com.cy/,22 459898
,Taxi Gazimağusa Erdal 7/48,35.12723202857143,33.92222385714286,Cyprus,4100.363514667975,41.5,83,61983,11467,3.8,35.3,43575,none,0.0,,False,https://maps.google.com/?cid=2879158402765410740&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Taxi Gazimağusa Erdal 7/48,0533 866 16 56,,"4WGC+XX7, Lefkoşa-Gazimağusa Anayolu, Gazimağusa 99450","taxi_service, transportation_service, service, point_of_interest, establishment",ChIJ0e6m_uDJ3xQRtNHpGFDT9Cc,,0533 866 16 56
,"Building at 35.0422,34.0062",35.04224861428571,34.006165,Cyprus,3940.3830948332584,46.5,93,70417,13027,3.7,40.1,48825,none,0.057,,False,"https://www.google.com/maps?q=35.042249,34.006165",False,,,,,,,,,
YES,aslan boya,35.219677680000004,33.44564862,Cyprus,3904.2275818756025,44.5,89,64003,11841,3.9,36.5,46725,none,0.0,bilgi@aslanboya.com,False,https://maps.google.com/?cid=8003523017154007552&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,Aslan Boya,(0392) 444 80 00,http://www.aslanboya.com/,"6C9W+Q26, güney sokak, Minareliköy 99100","manufacturer, point_of_interest, establishment",ChIJnzeJIAQ-3hQRAJIglcc5Em8,http://www.aslanboya.com/,(0392) 444 80 00
,"Building at 34.9289,33.6439",34.92892726,33.64388384,Cyprus,3775.8438601713733,44.5,89,65260,12073,3.9,37.2,46725,none,0.011,,False,"https://www.google.com/maps?q=34.928927,33.643884",False,,,,,,,,,
,"Building at 35.1912,33.4001",35.191232819999996,33.40012202,Cyprus,3515.9881306877896,40.5,81,57846,10702,4.0,33.0,42525,none,0.0,,False,"https://www.google.com/maps?q=35.191233,33.400122",False,,,,,,,,,
YES,Kırnı Chicken & Eggs,35.2143298,33.2629094,Cyprus,3506.310406468174,33.0,66,48225,8922,3.9,27.5,34650,none,0.0,info@kirnipilicleri.com,False,https://maps.google.com/?cid=1465850021433299550&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Kırnı Chicken & Eggs,(0392) 223 39 17,https://kirnipilicleri.com/,"6777+H49, Güzelyurt-Lefkoşa Anayolu, Lefkoşa 9000","food, point_of_interest, establishment",ChIJE75gwCEQ3hQRXtKH_dO-VxQ,https://kirnipilicleri.com/,(0392) 223 39 17
YES,THE ARKIN ISKELE CASINO,35.26768032222222,33.91512677777777,Cyprus,3479.4151526963933,36.0,72,53194,9841,3.8,30.3,37800,none,0.0,info@thearkiniskele.com,False,https://maps.google.com/?cid=14881577365848737566&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,THE ARKIN ISKELE CASINO,,https://www.thearkiniskele.com/casino,"7W87+XWC, Yeni İskele 99850","casino, point_of_interest, establishment",ChIJ6TH8PgCx3xQRHkforMT7hc4,https://www.thearkiniskele.com/casino,
,C. A. Papaellinas,35.043658459999996,33.38672346,Lemesou Avenue,3344.307988001058,40.0,80,56661,10482,4.0,32.3,42000,partial,0.078,,False,https://maps.google.com/?cid=2779787833091610036&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,C. A. Papaellinas,,,"29VP+FV7, Dali 2572, Cyprus","corporate_office, point_of_interest, establishment",ChIJ755KlCQf3hQRtNVgZk7KkyY,,
YES,Acapulco Resort Convention SPA Hotel,35.330273,33.420899999999996,"Catalkoy, Kyrenia Turkish Republich of Northern Cyprus, Ag. Epiktitos 99370",16201.885424117985,165.0,330,236122,43683,4.0,134.6,173250,likely,0.289,e.kizilirmak@acapulco.com.tr,False,https://maps.google.com/?cid=10502515066872628602&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Acapulco Resort Convention SPA Hotel,(0392) 650 45 00,https://www.acapulco.com.tr/,"Catalkoy, Kyrenia Turkish Republich of Northern Cyprus, Ag. Epiktitos 99370","hotel, lodging, point_of_interest, establishment",ChIJIa6E5I1q3hQReoUhAc9twJE,https://www.acapulco.com.tr/,(0392) 650 45 00
YES,Elexus Hotel & Resort & Spa,35.332921999999996,33.442996,"Uluçay Sokak No:21 Çatalköy, Girne - Kuzey Kıbrıs Türk Cumhuriyeti / North Cyprus 99370",15917.561875511663,162.5,325,232592,43029,4.0,132.6,170625,likely,0.247,s.zerey@elexushotel.com.tr,False,https://maps.google.com/?cid=6871984162684099925&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Elexus Hotel & Resort & Spa,(0392) 650 10 00,https://www.elexushotel.com.tr/,"Uluçay Sokak No:21 Çatalköy, Girne - Kuzey Kıbrıs Türk Cumhuriyeti / North Cyprus 99370","hotel, movie_theater, hair_salon, convention_center, hair_care, sports_complex, gym, playground, spa, lodging, sports_activity_location, health, event_venue, point_of_interest, service, establishment",ChIJy_-9s9RB3hQRVV3lxi8xXl8,https://www.elexushotel.com.tr/,(0392) 650 10 00
YES,Salamis Bay Conti Hotel,35.2056958,33.8990436,"Salamis Park Hotel & Casino, Yeni Boğaziçi 99680",9963.429944580841,50.0,100,72421,13398,3.9,41.3,52500,confirmed,0.527,fatos.iyihasirci@salamisbayconti.com,False,https://maps.google.com/?cid=9785334759945589711&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Salamis Bay Conti Hotel,0850 707 0101,https://salamisbayconti.com/,"Salamis Park Hotel & Casino, Yeni Boğaziçi 99680","lodging, point_of_interest, establishment",ChIJy0r7BJe23xQRz9PWhh5-zIc,https://salamisbayconti.com/,0850 707 0101
YES,Hilton Nicosia,35.1630404,33.3270175,"Achaion 1, Egkomi Lefkosias 2413, Cyprus",8798.008936616763,93.5,187,134359,24856,3.9,76.6,98175,partial,0.078,pandey.sarvesh@hilton.com,False,https://maps.google.com/?cid=16395965376912057423&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Hilton Nicosia,22 695111,https://www.hilton.com/en/hotels/niclehi-hilton-nicosia/?SEO_id=GMB-EMEA-HI-NICLEHI,"Achaion 1, Egkomi Lefkosias 2413, Cyprus","hotel, business_center, wedding_venue, spa, lodging, event_venue, point_of_interest, service, establishment",ChIJneinphIa3hQRT2RyCKQriuM,https://www.hilton.com/en/hotels/niclehi-hilton-nicosia/?SEO_id=GMB-EMEA-HI-NICLEHI,22 695111
,Chamada Prestige Hotel & Spa,35.321967,33.4017027,"Cesur Sokak No 4 | KYRENIA, Çatalköy 99370",4857.434450678873,44.5,89,63685,11782,4.0,36.3,46725,confirmed,0.382,,False,https://maps.google.com/?cid=10565455001151748966&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Chamada Prestige Hotel & Spa,(0392) 650 30 00,https://chamadahotels.com/,"Cesur Sokak No 4 | KYRENIA, Çatalköy 99370","hotel, lodging, point_of_interest, establishment",ChIJa-PDxOdr3hQRZjsGalgJoJI,https://chamadahotels.com/,(0392) 650 30 00
,Merit Royal Diamond Hotel & Spa,35.3538535,33.2107858,Karavas 99350,4252.659636269938,6.0,12,8703,1610,3.9,5.0,6300,confirmed,0.772,,False,https://maps.google.com/?cid=7508623183914703991&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Merit Royal Diamond Hotel & Spa,(0392) 650 99 00,,Karavas 99350,"hotel, lodging, point_of_interest, establishment",ChIJf5lZd_gN3hQRd5x_3QD9M2g,,(0392) 650 99 00
YES,"Radisson Blu Hotel, Larnaca",34.931567099999995,33.636942499999996,"Atlantidon 2, Larnaka 6058, Cyprus",3551.2549802361077,19.5,39,28597,5290,3.9,16.3,20475,confirmed,0.684,deepak.thapa@radissonhotels.com,False,https://maps.google.com/?cid=12397379588922134886&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"Radisson Blu Hotel, Larnaca",24 505800,https://www.radissonhotels.com/en-us/hotels/radisson-blu-larnaca?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:cese+h:CYLCA1,"Atlantidon 2, Larnaka 6058, Cyprus","hotel, fitness_center, gym, lodging, sports_activity_location, health, restaurant, point_of_interest, food, establishment",ChIJG9-0Cxco3hQRZtFhTw1XDKw,https://www.radissonhotels.com/en-us/hotels/radisson-blu-larnaca?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:cese+h:CYLCA1,24 505800
YES,Lord's Palace Hotel SPA Casino,35.3388694,33.3323211,"Dr. Fazıl Küçük Blv 38, Girne 99300",2030.3988570923968,21.0,42,30487,5640,3.9,17.4,22050,none,0.015,atakan.durmus@lordspalace.com,False,https://maps.google.com/?cid=8959776935086406467&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Lord's Palace Hotel SPA Casino,(0392) 650 35 00,http://www.lordspalace.com/,"Dr. Fazıl Küçük Blv 38, Girne 99300","hotel, lodging, point_of_interest, establishment",ChIJd_DHG7ps3hQRQzuQyqaFV3w,http://www.lordspalace.com/,(0392) 650 35 00
YES,Grand Sapphire Resort & Casino,35.250569299999995,33.8970603,"Güven sokak No:1, Cevizli, Mahallesi, Yeni İskele 99850",1789.7137769172496,17.0,34,24779,4584,3.9,14.1,17850,likely,0.16,info@grandsapphireresort.com,False,https://maps.google.com/?cid=10210886410077783046&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Grand Sapphire Resort & Casino,(0392) 444 40 03,https://grandsapphireresort.com/,"Güven sokak No:1, Cevizli, Mahallesi, Yeni İskele 99850","resort_hotel, hotel, lodging, point_of_interest, establishment",ChIJYcRmlSqx3xQRBsSMIhdbtI0,https://grandsapphireresort.com/,(0392) 444 40 03
YES,Concorde Tower Hotel & Casino,35.2084214,33.3221754,"Yağmur Sk No:11, Gönyeli 99150",1593.5493867779248,14.0,28,20318,3759,3.9,11.6,14700,confirmed,0.459,info@concordehotels.com.tr,False,https://maps.google.com/?cid=13342958931121841209&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Concorde Tower Hotel & Casino,(0392) 630 00 00,https://www.concordehotels.com.tr/en-us/hotels/concorde-tower,"Yağmur Sk No:11, Gönyeli 99150","hotel, casino, spa, lodging, event_venue, point_of_interest, establishment",ChIJpVyD2qMR3hQROaQkLnS2K7k,https://www.concordehotels.com.tr/en-us/hotels/concorde-tower,(0392) 630 00 00
,Caesar Resort & SPA,35.2609244,33.9030854,"Mackenzie Ave, Ezgi Street, Yeni İskele 99850",1173.5443634421313,12.5,25,18470,3417,3.8,10.5,13125,none,0.026,,False,https://maps.google.com/?cid=9894300940884660776&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Caesar Resort & SPA,0539 126 26 26,https://www.caesar-projects.com/caesar-resort,"Mackenzie Ave, Ezgi Street, Yeni İskele 99850","hotel, lodging, point_of_interest, establishment",ChIJ34Ue3HCx3xQRKFI-kkieT4k,https://www.caesar-projects.com/caesar-resort,0539 126 26 26
YES,Les Ambassadeurs Hotel Casino & Marina,35.3419351,33.3043664,"Evliya Çelebi Sk, Girne 99300",1027.6497721110024,7.5,15,10887,2014,3.9,6.2,7875,confirmed,0.336,info@lesambassadeurs.net,False,https://maps.google.com/?cid=9934924989526510768&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Les Ambassadeurs Hotel Casino & Marina,(0392) 650 33 33,http://www.lesambassadeurs.net/,"Evliya Çelebi Sk, Girne 99300","hotel, lodging, point_of_interest, establishment",ChIJQ10IBtZs3hQRsAzh9qPx34k,http://www.lesambassadeurs.net/,(0392) 650 33 33
,Merit Royal Premium Hotel Casino & Spa,35.3551907,33.2089954,Karavas 99350,800,61.5,123,89203,16503,3.9,50.8,64575,none,0.0,,False,https://maps.google.com/?cid=9315305569303945900&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Merit Royal Premium Hotel Casino & Spa,(0392) 650 40 00,,Karavas 99350,"hotel, casino, massage_spa, spa, lodging, massage, point_of_interest, service, establishment",ChIJ4b_rPNgM3hQRrGKUiA-dRoE,,(0392) 650 40 00
YES,Merit Hotel,35.190384,33.352304000000004,"Bedrettin Demirel Cd, Lefkoşa 99010",800,80.0,160,114469,21177,4.0,65.2,84000,none,0.0,adem.balci@merithotels.com,False,https://maps.google.com/?cid=8937916960626045009&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Merit Hotel,(0392) 600 55 00,http://www.merithotels.com/,"Bedrettin Demirel Cd, Lefkoşa 99010","hotel, casino, spa, lodging, point_of_interest, establishment",ChIJkXqPjjMX3hQRUfAN3h7cCXw,http://www.merithotels.com/,(0392) 600 55 00
,The Colony Hotel Arkin,35.3385047,33.3200187,"Ecevit Cd, Girne 99300",800,80.0,160,116129,21484,3.9,66.2,84000,none,0.0,,False,https://maps.google.com/?cid=1540756384023848725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,The Colony Hotel Arkin,(0392) 650 06 50,https://www.thecolonycyprus.com/,"Ecevit Cd, Girne 99300","hotel, lodging, point_of_interest, establishment",ChIJXbHV1s5s3hQRFScom8TdYRU,https://www.thecolonycyprus.com/,(0392) 650 06 50
,Grand Pasha Hotel & Casino,35.334034599999995,33.332568699999996,"İskenderun Cd, Girne 99300",800,80.0,160,116138,21486,3.9,66.2,84000,none,0.0,,False,https://maps.google.com/?cid=9505936686133645280&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Grand Pasha Hotel & Casino,(0392) 650 66 30,,"İskenderun Cd, Girne 99300","hotel, casino, spa, lodging, point_of_interest, establishment",ChIJ1btJRLFs3hQR4I9ZKg3f64M,,(0392) 650 66 30
,Büyük Han,35.176293199999996,33.3626394,"Büyük Khan,Nicosia,Cyprus, Lefkoşa 99010",500.0,50.0,100,71544,13236,4.0,40.8,52500,none,0.0,,False,https://maps.google.com/?cid=15756620327988159417&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Büyük Han,,,"Büyük Khan,Nicosia,Cyprus, Lefkoşa 99010","historical_landmark, inn, historical_place, lodging, point_of_interest, establishment",ChIJVVVlLUQX3hQRueNuxrTCqto,,
YES,"Radisson Blu Hotel, Larnaca",34.931567099999995,33.636942499999996,"Atlantidon 2, Larnaka 6058, Cyprus",3551.2549802361077,19.5,39,28597,5290,3.9,16.3,20475,confirmed,0.684,deepak.thapa@radissonhotels.com,False,https://maps.google.com/?cid=12397379588922134886&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"Radisson Blu Hotel, Larnaca",24 505800,https://www.radissonhotels.com/en-us/hotels/radisson-blu-larnaca?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:cese+h:CYLCA1,"Atlantidon 2, Larnaka 6058, Cyprus","hotel, fitness_center, gym, sports_activity_location, restaurant, food, health, lodging, point_of_interest, establishment",ChIJG9-0Cxco3hQRZtFhTw1XDKw,https://www.radissonhotels.com/en-us/hotels/radisson-blu-larnaca?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:cese+h:CYLCA1,24 505800
YES,Lush Beach Bar Resto,34.890473899999996,33.637476,"Piyale Paşa, Larnaka 6028, Cyprus",1033.8227345275536,8.0,16,11812,2185,3.8,6.7,8400,none,0.01,info@lushbeachbar.com,False,https://maps.google.com/?cid=222968552560654694&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Lush Beach Bar Resto,24 658088,http://www.lushbeachbar.com/,"Piyale Paşa, Larnaka 6028, Cyprus","restaurant, cocktail_bar, bar, food, point_of_interest, establishment",ChIJh6ihKd2C4BQRZvl1m7ckGAM,http://www.lushbeachbar.com/,24 658088
,Girne Yalı orduevi,35.341941999999996,33.3126584,"88R7+Q3, Kyrenia 99300",648.5261117795382,3.5,7,5081,940,3.9,2.9,3675,none,0.001,,False,https://maps.google.com/?cid=2917115003918071662&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Girne Yalı orduevi,,,"88R7+Q3, Kyrenia 99300","family_restaurant, restaurant, food, point_of_interest, establishment",ChIJh90TLlxt3hQRbrd_-aOseyg,,
YES,McDonald's,35.1635002,33.3304641,"Nikou Kranidioti 2, Egkomi Lefkosias 2411, Cyprus",569.8201406204211,5.0,10,7185,1329,3.9,4.1,5250,likely,0.208,maria.michaelidou@mcdonalds.com.cy,False,https://maps.google.com/?cid=16766423293717281464&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,McDonald's,22 355075,http://www.mcdonalds.com.cy/,"Nikou Kranidioti 2, Egkomi Lefkosias 2411, Cyprus","fast_food_restaurant, restaurant, food, point_of_interest, establishment",ChIJS6ZH6w0a3hQRuHraPydNrug,http://www.mcdonalds.com.cy/,22 355075
YES,Edem's yard,34.914048099999995,33.6367506,"Evanthias pieridou larnaca CY, Larnaka 4021, Cyprus",471.6342587079197,3.0,6,4400,814,3.9,2.5,3150,confirmed,0.439,soniaalam@instagram.com,False,https://maps.google.com/?cid=4211848579313833290&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Edem's yard,99 823845,http://www.instagram.com/edems_yard,"Evanthias pieridou larnaca CY, Larnaka 4021, Cyprus","breakfast_restaurant, brunch_restaurant, restaurant, food, point_of_interest, establishment",ChIJUw83d6OC4BQRShW8sfd9czo,http://www.instagram.com/edems_yard,99 823845
YES,Tochni Tavern,34.7827173,33.3235169,"Mersinies 3, Τόχνη 7740, Cyprus",469.3264192245794,4.0,8,6168,1141,3.7,3.5,4200,partial,0.141,info@tochnitavern.com,False,https://maps.google.com/?cid=15423376573347593413&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Tochni Tavern,97 443030,https://www.tochnitavern.com/,"Mersinies 3, Τόχνη 7740, Cyprus","restaurant, food, point_of_interest, establishment",ChIJURJ4kd-74BQRxfx240bXCtY,https://www.tochnitavern.com/,97 443030
YES,Hotel Indigo Larnaca by IHG,34.9114341,33.6327209,"Adonidos 12-16, Larnaka 6020, Cyprus",459.7282431316602,3.5,7,5133,950,3.9,2.9,3675,likely,0.187,anthony.torres@ihg.com,False,https://maps.google.com/?cid=3103458427263463365&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Hotel Indigo Larnaca by IHG,24 660700,https://www.ihg.com/hotelindigo/hotels/gb/en/larnaca/lcaas/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-CY-_-LCAAS,"Adonidos 12-16, Larnaka 6020, Cyprus","hotel, fitness_center, business_center, gym, wedding_venue, event_venue, sports_activity_location, restaurant, food, health, lodging, point_of_interest, service, establishment",ChIJBzUcNSOD4BQRxS87LP-yESs,https://www.ihg.com/hotelindigo/hotels/gb/en/larnaca/lcaas/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-CY-_-LCAAS,24 660700
YES,Εστιατόριο Μπέμπα,35.168851599999996,33.369591,"Pindarou 2a,b,c, Nicosia 1060, Cyprus",428.20742591652294,4.0,8,5724,1059,4.0,3.3,4200,none,0.058,soniaalam@instagram.com,False,https://maps.google.com/?cid=8768890669764880963&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Εστιατόριο Μπέμπα,22 252626,https://instagram.com/beba_restaurant?igshid=YmMyMTA2M2Y=,"Pindarou 2a,b,c, Nicosia 1060, Cyprus","restaurant, food, point_of_interest, establishment",ChIJI7GgAJsX3hQRQ6qSxZpbsXk,https://instagram.com/beba_restaurant?igshid=YmMyMTA2M2Y=,22 252626
YES,McDonald's,35.1445612,33.3615022,"98 Athalassis Street Strovolos, 2024, Nicosia 2024, Cyprus",320.97725722283286,2.5,5,3586,663,4.0,2.0,2625,none,0.008,maria.michaelidou@mcdonalds.com.cy,False,https://maps.google.com/?cid=4694715103470526230&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,McDonald's,22 319600,http://www.mcdonalds.com.cy/,"98 Athalassis Street Strovolos, 2024, Nicosia 2024, Cyprus","fast_food_restaurant, restaurant, food, point_of_interest, establishment",ChIJF-5sFO0Z3hQRFp8FUIP6JkE,http://www.mcdonalds.com.cy/,22 319600
YES,Cratos Premium Hotel,35.3319324,33.3645774,"Hazreti Ömer Cd, Kyrenia 99320",300,30.0,60,43227,7997,3.9,24.6,31500,none,0.0,adem.bozdemir@cratospremium.com.tr,False,https://maps.google.com/?cid=12109009729850670560&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Cratos Premium Hotel,(0392) 444 42 42,https://www.cratospremium.com.tr/,"Hazreti Ömer Cd, Kyrenia 99320","hotel, casino, spa, restaurant, food, lodging, point_of_interest, establishment",ChIJywRh7kNr3hQR4H1_aTHYC6g,https://www.cratospremium.com.tr/,(0392) 444 42 42
,Eziç Peanuts,35.340277799999996,33.3272222,"Karakız Sk 26, Girne 99300",300,30.0,60,43554,8057,3.9,24.8,31500,none,0.0,,False,https://maps.google.com/?cid=6985201222360497183&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Eziç Peanuts,(0392) 444 88 88,http://www.ezic.com.tr/,"Karakız Sk 26, Girne 99300","turkish_restaurant, restaurant, food, point_of_interest, establishment",ChIJRfOgFrhs3hQRH_xrp4Br8GA,http://www.ezic.com.tr/,(0392) 444 88 88
,Deliyard,35.156359699999996,33.3638443,"Esperidon 17, Nicosia 2001, Cyprus",300,14.5,29,20748,3838,4.0,11.8,15225,none,0.0,,False,https://maps.google.com/?cid=14786970156735777949&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Deliyard,22 525017,https://deliyard.com/,"Esperidon 17, Nicosia 2001, Cyprus","restaurant, food, point_of_interest, establishment",ChIJFXSWZlIZ3hQRncyJSAPfNc0,https://deliyard.com/,22 525017
